Ticker
ABEV3
ASAI3
AZUL4
BTOW3
B3SA3
BIDI11
BBSE3
BRML3
BBDC3
BBDC4
BRAP4
BBAS3
BRKM5
BRFS3
BPAC11
CRFB3
CCRO3
CMIG4
HGTX3
CIEL3
COGN3
CPLE6
CSAN3
CPFE3
CVCB3
CYRE3
ECOR3
ELET3
ELET6
EMBR3
ENBR3
ENGI11
ENEV3
EGIE3
EQTL3
EZTC3
FLRY3
GGBR4
GOAU4
GOLL4
NTCO3
HAPV3
HYPE3
IGTA3
GNDI3
IRBR3
ITSA4
ITUB4
JBSS3
JHSF3
KLBN11
RENT3
LCAM3
LWSA3
LAME4
LREN3
MGLU3
MRFG3
BEEF3
MRVE3
MULT3
PCAR3
PETR3
PETR4
BRDT3
PRIO3
QUAL3
RADL3
RAIL3
SBSP3
SANB11
CSNA3
SULA11
SUZB3
TAEE11
VIVT3
TIMS3
TOTS3
UGPA3
USIM5
VALE3
VVAR3
WEGE3
YDUQ3
RRRP3
ABCB4
AERI3
AESB3
ALSO3
AALR3
ALPA4
ALUP11
AMBP3
ANIM3
ARZZ3
BMGB4
BIDI4
BPAN4
BRSR6
BKBR3
BRPR3
AGRO3
CAML3
CEAB3
CMIG3
CESP6
CSMG3
CPLE3
CURY3
PNVL3
DIRR3
DTEX3
ENAT3
ENJU3
EVEN3
FESA4
GFSA3
GRND3
GMAT3
SBFG3
SOMA3
GUAR3
HBOR3
HBSA3
PARD3
MEAL3
ROMI3
MYPK3
RANI3
ITUB3
JPSA3
LAVV3
LIGT3
LINX3
LOGG3
LOGN3
LAME3
AMAR3
LPSB3
MDIA3
POMO4
CASH3
LEVE3
MILS3
MTRE3
MOVI3
NEOE3
NGRD3
ODPV3
OMGE3
PETZ3
PSSA3
PTBL3
POSI3
LJQQ3
RAPT4
RCSL4
RDOR3
SAPR4
SAPR11
STBP3
SMTO3
SEQL3
SEER3
SIMH3
SQIA3
SLCE3
SMLS3
TASA4
TCSA3
TGMA3
TEND3
TRPL4
TRIS3
TUPY3
UNIP6
VLID3
VIVA3
VULC3
WIZS3
COCE5
ALLD3
ALPA3
APER3
AVLL3
BRSR3
BMOB3
BSEV3
BLAU3
SOJA3
BOAS3
BBRK3
BRAP3
BRKM3
CXSE3
CEDO3
CEDO4
CLSC4
CESP3
CESP5
CSED3
CMIN3
CARD3
CCPR3
DMVF3
PNVL4
ELMD3
ESPA3
ALPK3
EUCA3
EUCA4
POWE3
FRAS3
GSHP3
GGBR3
GOAU3
GGPS3
HBRE3
IFCM3
INTB3
ITSA3
JALL3
JSLG3
POMO3
MATD3
MELK3
BMEB3
BMEB4
MBLY3
MODL3
MODL4
MODL11
MOSI3
MDNE3
OPCT3
ORVR3
OFSA3
PDTC3
PGMN3
PMAM3
RECV3
PINE4
PLPL3
PRNR3
PFRM3
RAPT3
RDNI3
RSID3
SCAR3
SGPS3
TASA3
TECN3
TESA3
SHOW3
TFCO4
TRPL3
TPIS3
UCAS3
USIM3
VAMO3
WEST3
BAHI3
BGIP4
BIOM3
CTNM4
CRDE3
DASA3
GEPA4
CGRA3
CGRA4
KEPL3
MTIG4
OSXB3
PTNT4
